"행정구역","2020년07월_남_총인구수","2020년07월_남_연령구간인구수","2020년07월_남_0~9세","2020년07월_남_10~19세","2020년07월_남_20~29세","2020년07월_남_30~39세","2020년07월_남_40~49세","2020년07월_남_50~59세","2020년07월_남_60~69세","2020년07월_남_70~79세","2020년07월_남_80~89세","2020년07월_남_90~99세","2020년07월_남_100세 이상","2020년07월_여_총인구수","2020년07월_여_연령구간인구수","2020년07월_여_0~9세","2020년07월_여_10~19세","2020년07월_여_20~29세","2020년07월_여_30~39세","2020년07월_여_40~49세","2020년07월_여_50~59세","2020년07월_여_60~69세","2020년07월_여_70~79세","2020년07월_여_80~89세","2020년07월_여_90~99세","2020년07월_여_100세 이상"
"경기도 안성시 원곡면(4155038000)","3,534","3,534","231","238","482","543","554","642","505","235","90","13","1","2,759","2,759","176","171","297","342","348","544","427","252","173","27","2"
"경기도 안성시 일죽면(4155039000)","3,993","3,993","148","304","354","389","496","774","834","464","212","16","2","3,652","3,652","153","206","295","244","361","664","803","490","367","66","3"
"경기도 안성시 죽산면(4155040000)","3,647","3,647","119","201","395","345","469","820","719","386","182","10","1","3,243","3,243","126","192","303","227","331","623","638","439","325","35","4"
"경기도 안성시 삼죽면(4155041000)","2,030","2,030","51","247","242","195","210","360","387","232","102","4","0","1,825","1,825","43","256","193","95","137","297","355","253","175","20","1"
"경기도 안성시 고삼면(4155042000)","1,016","1,016","27","47","103","92","115","200","229","132","66","5","0","945","945","24","37","85","59","77","182","224","128","105","23","1"
"경기도 안성시 안성1동(4155051000)","6,325","6,325","355","555","877","765","938","1,149","941","500","224","19","2","6,245","6,245","380","533","734","635","847","1,111","987","593","354","66","5"
"경기도 안성시 안성2동(4155052000)","11,549","11,549","1,102","1,341","1,689","1,576","2,052","1,905","1,175","513","175","20","1","11,345","11,345","1,040","1,212","1,464","1,497","1,910","1,815","1,263","680","406","57","1"
"경기도 안성시 안성3동(4155053000)","11,190","11,190","904","1,360","1,812","1,418","1,701","2,004","1,205","539","227","20","0","11,110","11,110","843","1,253","1,463","1,303","1,840","1,946","1,232","737","416","74","3"
"경기도 김포시 (4157000000)","226,602","226,602","26,946","23,457","25,578","35,355","43,634","33,106","22,717","11,675","3,778","338","18","225,240","225,240","25,751","22,574","23,733","36,668","40,296","31,578","23,900","13,347","6,258","1,082","53"
"경기도 김포시 통진읍(4157025000)","14,165","14,165","908","1,230","1,922","1,643","2,284","2,788","2,092","893","370","33","2","12,382","12,382","837","1,065","1,308","1,280","1,793","2,375","1,873","1,105","656","88","2"
"경기도 김포시 고촌읍(4157025300)","16,006","16,006","1,883","1,610","1,637","2,461","2,926","2,280","1,970","935","271","30","3","15,957","15,957","1,720","1,527","1,549","2,553","2,777","2,298","2,011","959","461","91","11"
"경기도 김포시 양촌읍(4157025600)","15,007","15,007","1,168","1,254","1,621","2,167","2,682","2,670","2,088","1,004","320","30","3","13,456","13,456","1,173","1,164","1,332","1,725","2,070","2,223","1,983","1,125","537","119","5"
"경기도 김포시 대곶면(4157034000)","5,723","5,723","175","310","591","547","840","1,389","1,119","535","198","19","0","4,093","4,093","157","258","340","324","460","829","834","531","304","54","2"
"경기도 김포시 월곶면(4157035000)","3,039","3,039","72","139","308","227","392","697","678","378","135","12","1","2,500","2,500","73","136","201","174","231","513","566","320","223","59","4"
"경기도 김포시 하성면(4157036000)","4,488","4,488","146","261","495","391","568","1,001","885","498","220","21","2","3,763","3,763","120","208","333","277","361","743","774","560","338","45","4"
"경기도 김포시 김포본동(4157051500)","26,522","26,522","2,182","3,053","3,871","3,125","4,416","4,882","2,983","1,415","536","55","4","27,125","27,125","2,200","2,877","3,345","3,285","4,703","4,896","2,937","1,825","911","136","10"
"경기도 김포시 장기본동(4157052500)","19,353","19,353","2,636","2,832","1,936","2,740","4,238","2,493","1,418","797","246","16","1","20,307","20,307","2,636","2,754","1,967","3,197","4,322","2,394","1,668","915","396","58","0"
"경기도 김포시 사우동(4157054000)","11,528","11,528","904","1,122","1,721","1,531","1,962","2,119","1,289","641","225","14","0","11,478","11,478","789","1,035","1,498","1,479","1,936","2,100","1,383","803","380","69","6"
"경기도 김포시 풍무동(4157055000)","30,493","30,493","3,695","3,617","3,674","4,433","5,803","4,452","2,766","1,541","474","37","1","31,682","31,682","3,530","3,453","3,729","4,918","5,974","4,458","3,051","1,707","742","113","7"
"경기도 김포시 장기동(4157056000)","20,314","20,314","3,163","2,443","1,944","3,235","4,638","2,426","1,441","796","213","15","0","20,997","20,997","2,965","2,586","1,800","3,701","4,399","2,353","1,769","965","388","71","0"
"경기도 김포시 구래동(4157057000)","20,417","20,417","3,411","1,715","2,330","5,000","4,203","1,768","1,210","601","168","11","0","20,653","20,653","3,255","1,794","2,566","4,976","3,545","1,990","1,509","702","267","48","1"
"경기도 김포시 마산동(4157057500)","15,294","15,294","2,575","1,272","1,310","3,560","3,121","1,409","1,109","756","159","22","1","15,568","15,568","2,460","1,235","1,404","3,609","2,628","1,573","1,494","834","278","52","1"
"경기도 김포시 운양동(4157058000)","24,253","24,253","4,028","2,599","2,218","4,295","5,561","2,732","1,669","885","243","23","0","25,279","25,279","3,836","2,482","2,361","5,170","5,097","2,833","2,048","996","377","79","0"
"경기도 화성시 (4159000000)","435,377","435,377","54,149","48,593","54,509","78,306","85,720","60,306","33,744","14,658","4,949","410","33","404,116","404,116","51,643","46,498","46,610","72,388","74,811","52,138","32,536","16,811","9,064","1,545","72"
"경기도 화성시 봉담읍(4159025300)","40,038","40,038","4,140","4,885","5,132","5,579","7,994","6,363","3,743","1,678","477","43","4","38,889","38,889","4,181","4,870","4,525","5,520","7,376","5,665","3,718","1,932","917","177","8"
"경기도 화성시 우정읍(4159025600)","9,506","9,506","515","747","1,116","984","1,677","2,003","1,376","771","286","28","3","7,977","7,977","473","718","704","678","1,130","1,487","1,307","847","547","84","2"
"경기도 화성시 향남읍(4159025900)","45,336","45,336","5,638","5,056","5,570","8,957","9,386","5,860","3,062","1,300","468","34","5","39,531","39,531","5,203","4,839","4,535","7,043","7,497","4,762","2,999","1,607","911","131","4"
"경기도 화성시 남양읍(4159026200)","21,865","21,865","2,098","1,773","3,191","4,081","3,703","3,407","2,259","988","341","24","0","18,219","18,219","1,977","1,635","2,227","2,834","2,834","2,935","2,013","1,046","597","117","4"
"경기도 화성시 매송면(4159031000)","3,822","3,822","163","261","483","374","562","855","659","323","127","13","2","3,441","3,441","152","231","374","294","437","677","609","404","230","32","1"
"경기도 화성시 비봉면(4159032000)","3,311","3,311","136","176","364","320","437","736","650","317","158","15","2","2,551","2,551","108","161","227","197","255","529","451","341","227","54","1"
"경기도 화성시 마도면(4159033000)","4,103","4,103","150","222","481","515","668","876","681","373","126","11","0","2,783","2,783","117","190","259","228","324","547","527","337","213","37","4"
"경기도 화성시 송산면(4159034000)","5,862","5,862","250","439","571","521","835","1,276","1,052","596","289","33","0","5,043","5,043","226","368","406","359","608","923","932","674","445","93","9"
"경기도 화성시 서신면(4159035000)","3,949","3,949","96","167","363","322","511","946","892","417","216","16","3","3,181","3,181","93","146","203","215","320","674","728","427","308","61","6"
"경기도 화성시 팔탄면(4159036000)","6,006","6,006","172","249","671","694","1,009","1,527","1,064","424","177","19","0","3,902","3,902","140","222","329","324","473","837","771","415","331","54","6"
"경기도 화성시 장안면(4159037000)","5,903","5,903","233","340","606","574","888","1,357","1,116","522","244","18","5","4,410","4,410","179","282","389","319","473","866","875","588","395","42","2"
"경기도 화성시 양감면(4159040000)","2,441","2,441","63","89","270","253","351","595","498","220","94","8","0","1,572","1,572","49","79","124","123","135","337","318","215","171","20","1"
"경기도 화성시 정남면(4159041000)","6,608","6,608","244","430","831","769","1,082","1,479","1,060","500","197","14","2","4,822","4,822","220","391","502","394","610","950","816","517","355","61","6"
"경기도 화성시 새솔동(4159051500)","10,290","10,290","1,876","990","1,215","2,329","1,962","1,218","557","113","28","2","0","10,130","10,130","1,913","966","1,157","2,337","1,817","1,257","463","123","82","15","0"
"경기도 화성시 진안동(4159052000)","23,512","23,512","2,370","2,032","3,998","5,154","4,339","3,042","1,656","675","223","22","1","20,309","20,309","2,238","1,962","3,040","3,929","3,436","2,779","1,648","838","383","55","1"
"경기도 화성시 병점1동(4159053000)","14,416","14,416","1,433","1,624","2,546","2,417","2,601","2,011","1,108","511","157","8","0","13,800","13,800","1,320","1,526","2,161","2,141","2,510","1,967","1,189","665","273","47","1"
"경기도 화성시 병점2동(4159054000)","11,976","11,976","1,341","2,010","1,474","1,562","2,669","1,664","728","384","138","6","0","12,592","12,592","1,320","1,994","1,441","1,685","2,778","1,539","944","576","273","42","0"
"경기도 화성시 반월동(4159055000)","16,524","16,524","2,274","2,075","2,227","2,979","3,102","2,202","1,193","367","91","13","1","16,110","16,110","2,247","1,926","1,940","3,039","2,895","2,318","1,119","374","211","41","0"
"경기도 화성시 기배동(4159056000)","7,082","7,082","756","965","920","825","1,409","1,152","658","313","79","5","0","6,736","6,736","672","894","768","814","1,347","1,048","661","349","157","25","1"
"경기도 화성시 화산동(4159057000)","12,301","12,301","981","1,211","1,797","1,670","2,203","2,173","1,456","612","187","9","2","11,040","11,040","896","1,085","1,337","1,369","1,793","2,004","1,433","699","363","55","6"
"경기도 화성시 동탄1동(4159058500)","26,075","26,075","3,322","3,533","4,003","4,875","5,216","3,405","1,138","441","132","10","0","24,847","24,847","3,247","3,357","3,528","4,878","5,190","2,764","1,128","497","223","33","2"
"경기도 화성시 동탄2동(4159058600)","17,749","17,749","2,335","3,317","1,872","2,027","4,263","2,450","899","440","138","7","1","18,261","18,261","2,219","3,215","1,850","2,438","4,496","2,164","1,029","596","215","37","2"
"경기도 화성시 동탄3동(4159058700)","21,608","21,608","3,112","2,791","3,258","4,408","4,364","2,139","867","501","151","17","0","20,500","20,500","2,992","2,549","2,720","4,101","4,122","1,944","1,123","672","239","37","1"
"경기도 화성시 동탄4동(4159058800)","26,763","26,763","4,996","4,325","2,105","4,343","6,825","2,802","956","328","78","5","0","26,969","26,969","4,746","4,303","2,148","5,537","6,297","2,337","976","401","185","39","0"
"경기도 화성시 동탄5동(4159059000)","19,810","19,810","3,235","2,033","2,023","4,857","4,031","1,999","1,065","454","105","8","0","19,812","19,812","3,039","1,983","2,209","4,875","3,683","1,952","1,251","547","229","42","2"
"경기도 화성시 동탄6동(4159060000)","16,010","16,010","2,343","1,500","2,207","4,131","3,029","1,676","770","277","69","7","1","14,896","14,896","2,223","1,363","2,257","3,682","2,596","1,516","778","297","152","32","0"
"경기도 화성시 동탄7동(4159061000)","39,636","39,636","7,554","4,266","3,816","9,201","8,249","3,924","1,895","604","115","11","1","39,217","39,217","7,194","4,153","3,830","9,639","7,327","4,082","2,002","609","322","57","2"
"경기도 화성시 동탄8동(4159062000)","12,875","12,875","2,323","1,087","1,399","3,585","2,355","1,169","686","209","58","4","0","12,576","12,576","2,259","1,090","1,420","3,396","2,052","1,278","728","218","110","25","0"
"경기도 광주시 (4161000000)","193,796","193,796","18,364","17,348","23,613","30,599","34,884","31,983","23,210","10,499","3,003","270","23","184,927","184,927","17,367","16,499","21,097","27,985","30,971","30,757","23,092","11,137","4,999","948","75"
"경기도 광주시 오포읍(4161025000)","56,489","56,489","5,888","4,525","7,020","10,677","10,456","8,304","6,020","2,756","761","78","4","54,789","54,789","5,531","4,252","6,357","9,775","9,133","8,744","6,422","3,031","1,281","251","12"
"경기도 광주시 초월읍(4161025300)","23,158","23,158","1,937","2,506","2,807","3,078","4,203","4,122","2,853","1,233","389","29","1","21,364","21,364","1,799","2,429","2,474","2,732","3,692","3,501","2,617","1,342","657","117","4"
"경기도 광주시 곤지암읍(4161025900)","12,230","12,230","723","968","1,590","1,556","1,953","2,539","1,782","795","292","26","6","10,690","10,690","700","881","1,272","1,218","1,642","2,022","1,548","825","488","81","13"
"경기도 광주시 도척면(4161033000)","5,074","5,074","260","331","561","557","814","1,013","950","416","153","17","2","4,132","4,132","232","292","409","407","535","784","760","413","245","48","7"
"경기도 광주시 퇴촌면(4161034000)","7,504","7,504","544","642","620","735","1,301","1,283","1,355","796","205","22","1","7,228","7,228","521","565","501","715","1,062","1,235","1,448","750","353","73","5"
"경기도 광주시 남종면(4161035000)","776","776","20","41","60","46","90","142","203","113","54","7","0","719","719","22","28","54","46","68","118","173","123","76","11","0"
"경기도 광주시 남한산성면(4161037000)","1,418","1,418","74","115","86","134","223","281","283","147","70","5","0","1,234","1,234","77","99","88","104","168","213","219","153","88","23","2"
"경기도 광주시 경안동(4161051000)","22,048","22,048","2,159","2,011","2,979","3,392","3,822","3,755","2,525","1,085","299","15","6","21,331","21,331","1,930","1,972","2,741","3,218","3,542","3,609","2,490","1,219","504","96","10"
"경기도 광주시 송정동(4161052000)","31,006","31,006","2,536","2,858","4,134","4,599","5,451","5,549","3,802","1,614","419","41","3","30,199","30,199","2,521","2,838","3,679","3,979","5,115","5,627","3,835","1,752","712","123","18"
"경기도 광주시 광남동(4161053000)","34,093","34,093","4,223","3,351","3,756","5,825","6,571","4,995","3,437","1,544","361","30","0","33,241","33,241","4,034","3,143","3,522","5,791","6,014","4,904","3,580","1,529","595","125","4"
"경기도 양주시 (4163000000)","115,695","115,695","10,225","12,329","14,484","14,477","20,218","19,727","13,950","7,457","2,581","236","11","112,277","112,277","9,841","11,752","12,561","13,550","19,034","17,911","13,909","8,675","4,249","736","59"
